,dateorder,idbill,idproduct,qty,price
27017,2020-09-10,42474,30365,1.0,6.04
27037,2020-09-10,42509,30365,1.0,6.04
27098,2020-09-10,42589,30365,1.0,6.04
27134,2020-09-10,43458,30365,1.0,6.04
27175,2020-09-10,44776,30365,2.0,12.08
27187,2020-09-10,44804,30365,2.0,12.08
27203,2020-09-10,44877,30365,1.0,6.04
27263,2020-09-10,50474,30365,1.0,6.37
27313,2020-09-10,50619,30365,1.0,6.37
27330,2020-09-10,51238,30365,1.0,6.04
27450,2020-09-10,54089,30365,1.0,6.04
27452,2020-09-10,55073,30365,1.0,6.04
27554,2020-09-10,55530,30365,1.0,6.04
27561,2020-09-10,55601,30365,1.0,6.04
27641,2020-09-10,59194,30365,3.0,18.12
27654,2020-09-10,59265,30365,1.0,6.04
27709,2020-09-10,59629,30365,2.0,12.74
27790,2020-09-10,60465,30365,1.0,6.37
27792,2020-09-10,60480,30365,1.0,6.37
27797,2020-09-10,60538,30365,2.0,12.74
27878,2020-09-10,65876,30365,2.0,12.74
27884,2020-09-10,65915,30365,1.0,6.37
27977,2020-09-10,67727,30365,1.0,6.37
28004,2020-09-10,69372,30365,1.0,6.37
28014,2020-09-10,69432,30365,1.0,6.37
28019,2020-09-10,72281,30365,1.0,6.37
28042,2020-09-10,72343,30365,1.0,6.37
28096,2020-09-10,72539,30365,1.0,6.37
28108,2020-09-10,74211,30365,1.0,6.37
28187,2020-09-10,74412,30365,2.0,12.74
28189,2020-09-10,74441,30365,1.0,6.37
28379,2020-09-10,78104,30365,1.0,6.04
28391,2020-09-10,78120,30365,1.0,6.04
28422,2020-09-10,78188,30365,1.0,6.04
28489,2020-09-10,78354,30365,1.0,6.04
28509,2020-09-10,78428,30365,1.0,6.04
28522,2020-09-10,83673,30365,2.0,12.74
28585,2020-09-10,83961,30365,2.0,12.74
28623,2020-09-10,90191,30365,1.0,6.04
28705,2020-09-10,101751,30365,1.0,6.04
28750,2020-09-10,103620,30365,1.0,6.37
28767,2020-09-10,103720,30365,1.0,6.37
28804,2020-09-10,105418,30365,1.0,6.37
28826,2020-09-10,105543,30365,1.0,6.37
28857,2020-09-10,105669,30365,1.0,6.37
29018,2020-09-10,150197,30365,2.0,12.08
29034,2020-09-10,159227,30365,1.0,6.04
29042,2020-09-10,159256,30365,3.0,18.12
29088,2020-09-10,165764,30365,2.0,12.08
29199,2020-09-10,191406,30365,1.0,6.04
29232,2020-09-10,191467,30365,2.0,12.08
29265,2020-09-10,194355,30365,1.0,6.37
29281,2020-09-10,219699,30365,1.0,6.04
29290,2020-09-10,219759,30365,1.0,6.04
29307,2020-09-10,219857,30365,1.0,6.04
29423,2020-09-10,258236,30365,1.0,6.04
29456,2020-09-10,258332,30365,1.0,6.04
29476,2020-09-10,258430,30365,1.0,6.04
29501,2020-09-10,270380,30365,1.0,6.37
29519,2020-09-10,270428,30365,1.0,6.37
29531,2020-09-10,270473,30365,1.0,6.37
29537,2020-09-10,270529,30365,1.0,6.37
29657,2020-09-13,16426,30365,2.0,12.08
29665,2020-09-13,21110,30365,2.0,12.08
29682,2020-09-13,29216,30365,2.0,12.08
29699,2020-09-13,31403,30365,4.0,24.16
29710,2020-09-13,31782,30365,2.0,12.08
29712,2020-09-13,35109,30365,2.0,12.08
29721,2020-09-13,40995,30365,2.0,12.08
29722,2020-09-13,41004,30365,2.0,12.08
29733,2020-09-13,41093,30365,2.0,12.08
29738,2020-09-13,42808,30365,2.0,12.08
29759,2020-09-13,43022,30365,2.0,12.74
29765,2020-09-13,43057,30365,2.0,12.74
29766,2020-09-13,43064,30365,2.0,12.74
29769,2020-09-13,43109,30365,4.0,25.48
29838,2020-09-13,51253,30365,4.0,25.48
29840,2020-09-13,51270,30365,2.0,12.74
29854,2020-09-13,51987,30365,2.0,12.08
29860,2020-09-13,52232,30365,2.0,12.08
29865,2020-09-13,52266,30365,2.0,12.08
29866,2020-09-13,52294,30365,2.0,11.48
29879,2020-09-13,52355,30365,2.0,12.08
29902,2020-09-13,54952,30365,2.0,12.08
29912,2020-09-13,55919,30365,2.0,12.08
29930,2020-09-13,59887,30365,2.0,12.08
29938,2020-09-13,59926,30365,2.0,12.08
29965,2020-09-13,60078,30365,4.0,24.16
29981,2020-09-13,60524,30365,2.0,12.74
29993,2020-09-13,60658,30365,2.0,12.08
29995,2020-09-13,60672,30365,2.0,12.08
30016,2020-09-13,61172,30365,2.0,12.74
30022,2020-09-13,61215,30365,2.0,12.74
30030,2020-09-13,61281,30365,2.0,12.74
30036,2020-09-13,61332,30365,2.0,12.74
30062,2020-09-13,68161,30365,2.0,12.08
30085,2020-09-13,68697,30365,2.0,12.74
30088,2020-09-13,68736,30365,2.0,12.74
30113,2020-09-13,73356,30365,2.0,12.74
30151,2020-09-13,75384,30365,2.0,12.74
30180,2020-09-13,79266,30365,2.0,12.08
30183,2020-09-13,79310,30365,2.0,12.08
30227,2020-09-13,90636,30365,2.0,12.08
30230,2020-09-13,90668,30365,2.0,12.08
30295,2020-09-13,106791,30365,2.0,12.74
30308,2020-09-13,106873,30365,2.0,12.74
30311,2020-09-13,106937,30365,2.0,12.74
30314,2020-09-13,107003,30365,2.0,12.74
30315,2020-09-13,107023,30365,2.0,12.74
30320,2020-09-13,107133,30365,2.0,12.74
30326,2020-09-13,150803,30365,2.0,12.08
30333,2020-09-13,150858,30365,2.0,12.08
30342,2020-09-13,159992,30365,2.0,12.08
30370,2020-09-13,166441,30365,2.0,11.48
30376,2020-09-13,166454,30365,2.0,12.08
30398,2020-09-13,189253,30365,2.0,12.08
30435,2020-09-13,192127,30365,2.0,12.08
30439,2020-09-13,192202,30365,2.0,12.08
30467,2020-09-13,220690,30365,2.0,12.08
30503,2020-09-13,220866,30365,2.0,12.08
30509,2020-09-13,220931,30365,2.0,12.08
30518,2020-09-13,244596,30365,2.0,12.08
30550,2020-09-13,246339,30365,2.0,12.74
30563,2020-09-13,259331,30365,2.0,12.08
30584,2020-09-13,259488,30365,2.0,12.08
30590,2020-09-13,259504,30365,2.0,12.08
30591,2020-09-13,259506,30365,4.0,24.16
30594,2020-09-13,259580,30365,4.0,24.16
30596,2020-09-13,259597,30365,2.0,12.08
30604,2020-09-13,271460,30365,2.0,12.74
30619,2020-09-13,271676,30365,2.0,12.74
30623,2020-09-13,322725,30365,2.0,12.08
30642,2020-09-13,339482,30365,2.0,12.74
30696,2020-09-14,947,30365,1.0,5.82
30820,2020-09-14,10949,30365,1.0,6.22
30902,2020-09-14,15482,30365,1.0,6.04
30911,2020-09-14,15544,30365,1.0,6.04
31016,2020-09-14,16936,30365,1.0,6.04
31131,2020-09-14,17112,30365,1.0,5.82
31141,2020-09-14,17271,30365,1.0,6.04
31168,2020-09-14,19277,30365,4.0,23.28
31174,2020-09-14,19296,30365,2.0,11.64
31188,2020-09-14,19315,30365,1.0,5.82
31288,2020-09-14,25306,30365,1.0,5.82
31359,2020-09-14,26474,30365,1.0,6.04
31497,2020-09-14,28641,30365,1.0,6.04
31524,2020-09-14,29391,30365,1.0,6.04
31529,2020-09-14,29434,30365,1.0,6.04
31531,2020-09-14,29459,30365,1.0,6.04
31533,2020-09-14,29461,30365,1.0,6.04
31550,2020-09-14,29568,30365,1.0,6.04
31553,2020-09-14,29606,30365,1.0,6.04
31598,2020-09-14,30546,30365,1.0,6.04
31684,2020-09-14,30630,30365,1.0,6.04
31709,2020-09-14,30726,30365,1.0,6.48
31727,2020-09-14,31587,30365,1.0,6.04
31764,2020-09-14,33253,30365,1.0,6.04
31783,2020-09-14,35213,30365,1.0,6.04
31832,2020-09-14,35819,30365,1.0,5.82
31871,2020-09-14,36929,30365,1.0,6.04
31897,2020-09-14,37111,30365,1.0,6.04
31919,2020-09-14,37263,30365,1.0,6.04
31998,2020-09-14,43080,30365,1.0,6.04
32003,2020-09-14,43087,30365,1.0,6.04
32103,2020-09-14,43236,30365,1.0,6.37
32127,2020-09-14,43265,30365,1.0,6.37
32154,2020-09-14,44308,30365,1.0,6.04
32162,2020-09-14,44328,30365,1.0,6.04
32201,2020-09-14,44484,30365,1.0,6.04
32202,2020-09-14,44485,30365,1.0,6.04
32222,2020-09-14,45669,30365,1.0,6.04
32227,2020-09-14,45737,30365,2.0,12.08
32243,2020-09-14,45856,30365,1.0,6.04
32268,2020-09-14,50055,30365,2.0,11.64
32298,2020-09-14,51377,30365,1.0,6.37
32340,2020-09-14,52418,30365,2.0,12.08
32352,2020-09-14,52556,30365,1.0,6.04
32354,2020-09-14,52575,30365,1.0,6.04
32428,2020-09-14,55270,30365,1.0,6.04
32429,2020-09-14,56040,30365,2.0,12.08
32460,2020-09-14,56166,30365,1.0,6.04
32478,2020-09-14,56256,30365,1.0,6.04
32508,2020-09-14,56427,30365,1.0,6.04
32578,2020-09-14,60123,30365,1.0,6.04
32604,2020-09-14,60273,30365,1.0,6.04
32623,2020-09-14,60428,30365,1.0,6.04
32625,2020-09-14,60449,30365,1.0,6.04
32628,2020-09-14,60454,30365,1.0,6.04
32642,2020-09-14,60765,30365,2.0,12.74
32646,2020-09-14,60768,30365,1.0,6.04
32655,2020-09-14,60810,30365,1.0,6.37
32658,2020-09-14,60820,30365,1.0,6.37
32660,2020-09-14,60823,30365,1.0,6.04
32664,2020-09-14,60828,30365,1.0,6.05
32665,2020-09-14,60830,30365,2.0,12.08
32730,2020-09-14,61017,30365,2.0,12.08
32750,2020-09-14,61444,30365,1.0,6.37
32779,2020-09-14,61596,30365,1.0,6.37
32824,2020-09-14,67141,30365,2.0,12.74
32837,2020-09-14,67196,30365,1.0,6.37
32962,2020-09-14,69081,30365,1.0,6.37
32968,2020-09-14,69148,30365,1.0,6.37
33055,2020-09-14,73863,30365,1.0,6.37
33058,2020-09-14,73882,30365,1.0,6.37
33182,2020-09-14,75939,30365,1.0,6.37
33185,2020-09-14,75952,30365,1.0,6.37
33371,2020-09-14,85705,30365,1.0,6.37
33374,2020-09-14,85763,30365,1.0,6.37
33379,2020-09-14,90704,30365,1.0,6.04
33440,2020-09-14,100322,30365,1.0,6.37
33458,2020-09-14,103174,30365,1.0,6.04
33466,2020-09-14,103237,30365,1.0,6.04
33522,2020-09-14,103674,30365,1.0,6.04
33597,2020-09-14,105853,30365,1.0,6.37
33598,2020-09-14,105903,30365,1.0,6.37
33609,2020-09-14,106097,30365,1.0,6.37
33683,2020-09-14,107618,30365,2.0,12.74
33696,2020-09-14,107732,30365,1.0,6.37
33778,2020-09-14,150943,30365,1.0,6.04
33803,2020-09-14,160211,30365,1.0,6.04
33828,2020-09-14,160319,30365,1.0,6.04
33883,2020-09-14,166832,30365,1.0,6.04
33971,2020-09-14,192319,30365,1.0,6.04
33975,2020-09-14,192351,30365,1.0,6.04
33994,2020-09-14,192468,30365,1.0,6.04
34037,2020-09-14,221030,30365,1.0,6.04
34044,2020-09-14,221148,30365,1.0,6.04
34052,2020-09-14,221175,30365,1.0,6.04
34058,2020-09-14,221263,30365,1.0,6.04
34088,2020-09-14,244988,30365,1.0,6.04
34189,2020-09-14,259928,30365,1.0,6.04
34206,2020-09-14,271784,30365,1.0,6.37
34228,2020-09-14,271878,30365,1.0,6.37
34237,2020-09-14,271902,30365,1.0,6.37
34266,2020-09-14,272026,30365,1.0,6.37
34275,2020-09-14,272083,30365,1.0,6.37
34295,2020-09-14,323115,30365,1.0,6.04
34415,2020-09-16,1046,30365,1.0,5.82
34512,2020-09-16,10348,30365,1.0,5.82
34513,2020-09-16,10355,30365,1.0,5.82
34549,2020-09-16,11103,30365,1.0,6.22
34589,2020-09-16,12148,30365,2.0,12.08
34642,2020-09-16,15639,30365,1.0,6.04
34643,2020-09-16,15644,30365,1.0,6.04
34645,2020-09-16,15652,30365,1.0,5.74
34651,2020-09-16,15801,30365,2.0,12.08
34736,2020-09-16,16587,30365,1.0,6.04
34776,2020-09-16,16795,30365,1.0,6.04
35041,2020-09-16,21260,30365,1.0,5.82
35145,2020-09-16,25463,30365,2.0,11.64
35156,2020-09-16,25492,30365,1.0,5.82
35171,2020-09-16,25528,30365,1.0,5.82
35173,2020-09-16,25530,30365,1.0,5.82
35188,2020-09-16,25586,30365,1.0,5.82
35203,2020-09-16,26518,30365,1.0,6.04
35273,2020-09-16,27895,30365,1.0,6.04
35288,2020-09-16,27919,30365,1.0,6.04
35348,2020-09-16,28287,30365,1.0,6.37
35349,2020-09-16,28324,30365,1.0,6.37
35424,2020-09-16,28823,30365,1.0,6.04
35445,2020-09-16,29825,30365,1.0,6.04
35479,2020-09-16,30767,30365,1.0,6.04
35505,2020-09-16,30796,30365,1.0,6.04
35588,2020-09-16,30910,30365,2.0,12.08
35592,2020-09-16,30956,30365,4.0,25.92
35599,2020-09-16,31697,30365,1.0,6.04
35633,2020-09-16,31866,30365,2.0,12.08
35645,2020-09-16,31998,30365,1.0,6.04
35653,2020-09-16,32058,30365,1.0,6.04
35662,2020-09-16,32093,30365,1.0,6.04
35667,2020-09-16,32130,30365,1.0,6.04
35668,2020-09-16,32152,30365,1.0,6.04
35670,2020-09-16,32166,30365,1.0,6.04
35688,2020-09-16,33511,30365,1.0,6.04
35702,2020-09-16,34100,30365,1.0,5.82
35716,2020-09-16,35471,30365,1.0,6.04
35790,2020-09-16,36025,30365,1.0,5.82
35903,2020-09-16,37229,30365,1.0,6.04
35996,2020-09-16,41539,30365,1.0,6.04
36038,2020-09-16,43369,30365,2.0,12.08
36049,2020-09-16,43390,30365,1.0,6.37
36066,2020-09-16,43420,30365,1.0,6.37
36092,2020-09-16,43480,30365,1.0,6.04
36101,2020-09-16,43516,30365,1.0,6.37
36105,2020-09-16,43520,30365,1.0,6.04
36132,2020-09-16,43556,30365,1.0,6.04
36138,2020-09-16,43561,30365,1.0,6.37
36139,2020-09-16,43562,30365,1.0,6.04
36180,2020-09-16,44673,30365,1.0,6.04
36192,2020-09-16,45888,30365,1.0,6.04
36203,2020-09-16,45920,30365,1.0,6.04
36223,2020-09-16,45991,30365,1.0,6.04
36227,2020-09-16,46020,30365,1.0,6.04
36282,2020-09-16,50209,30365,1.0,5.82
36317,2020-09-16,51768,30365,1.0,6.37
36326,2020-09-16,51794,30365,1.0,6.37
36328,2020-09-16,51797,30365,1.0,6.37
36364,2020-09-16,52729,30365,2.0,12.08
36397,2020-09-16,52907,30365,1.0,6.04
36404,2020-09-16,52932,30365,2.0,12.08
36466,2020-09-16,56423,30365,1.0,6.04
36510,2020-09-16,56536,30365,1.0,6.04
36554,2020-09-16,56797,30365,1.0,6.04
36634,2020-09-16,60502,30365,1.0,6.04
36651,2020-09-16,60607,30365,1.0,6.04
36655,2020-09-16,60640,30365,1.0,6.04
36664,2020-09-16,60680,30365,1.0,6.04
36666,2020-09-16,60684,30365,1.0,6.04
36702,2020-09-16,61110,30365,1.0,6.04
36703,2020-09-16,61113,30365,1.0,6.37
36745,2020-09-16,61209,30365,1.0,6.04
36776,2020-09-16,61313,30365,1.0,6.04
36844,2020-09-16,64410,30365,1.0,5.82
36879,2020-09-16,67475,30365,1.0,6.37
36900,2020-09-16,67747,30365,1.0,6.37
36950,2020-09-16,68913,30365,1.0,6.04
36979,2020-09-16,69272,30365,1.0,6.37
36983,2020-09-16,69288,30365,1.0,6.37
36995,2020-09-16,69369,30365,1.0,6.37
37039,2020-09-16,71076,30365,1.0,6.37
37113,2020-09-16,74213,30365,1.0,6.37
37116,2020-09-16,74261,30365,1.0,6.37
37187,2020-09-16,76040,30365,1.0,6.37
37234,2020-09-16,76371,30365,1.0,6.37
37281,2020-09-16,80006,30365,1.0,6.04
37344,2020-09-16,80229,30365,1.0,6.04
37358,2020-09-16,85889,30365,1.0,6.37
37441,2020-09-16,90926,30365,1.0,6.04
37552,2020-09-16,104512,30365,1.0,6.04
37565,2020-09-16,104604,30365,1.0,6.04
37580,2020-09-16,104662,30365,1.0,6.04
37583,2020-09-16,104691,30365,1.0,6.04
37587,2020-09-16,104745,30365,2.0,12.08
37615,2020-09-16,104872,30365,1.0,6.04
37617,2020-09-16,104875,30365,1.0,6.04
37638,2020-09-16,106186,30365,1.0,6.37
37639,2020-09-16,106215,30365,1.0,6.37
37642,2020-09-16,106257,30365,1.0,6.37
37661,2020-09-16,107951,30365,2.0,12.74
37704,2020-09-16,108192,30365,1.0,6.37
37760,2020-09-16,145536,30365,1.0,6.04
37832,2020-09-16,151241,30365,1.0,6.04
37836,2020-09-16,151281,30365,1.0,6.04
37843,2020-09-16,160485,30365,2.0,12.08
37944,2020-09-16,167041,30365,1.0,6.04
38049,2020-09-16,192674,30365,1.0,6.04
38104,2020-09-16,192793,30365,1.0,6.04
38108,2020-09-16,192809,30365,1.0,6.04
38124,2020-09-16,195149,30365,1.0,6.37
38172,2020-09-16,195326,30365,1.0,6.37
38176,2020-09-16,221409,30365,1.0,6.04
38181,2020-09-16,221477,30365,1.0,6.04
38205,2020-09-16,221703,30365,1.0,6.04
38292,2020-09-16,246769,30365,1.0,6.37
38296,2020-09-16,246789,30365,1.0,6.37
38337,2020-09-16,260040,30365,1.0,6.04
38388,2020-09-16,260273,30365,2.0,12.08
38454,2020-09-16,272538,30365,1.0,6.37
38480,2020-09-16,323553,30365,2.0,12.08
38485,2020-09-16,323573,30365,1.0,6.04
38569,2020-09-16,340552,30365,1.0,6.37
38577,2020-09-16,476586,30365,2.0,12.74
38584,2020-09-16,476875,30365,1.0,6.37
38595,2020-09-17,1101,30365,1.0,6.15
38789,2020-09-17,11149,30365,1.0,6.15
38800,2020-09-17,11210,30365,1.0,6.15
38834,2020-09-17,12215,30365,1.0,6.04
39070,2020-09-17,16902,30365,1.0,6.15
39213,2020-09-17,18179,30365,1.0,6.15
39309,2020-09-17,19565,30365,1.0,6.15
39406,2020-09-17,21480,30365,1.0,6.15
39410,2020-09-17,24608,30365,1.0,6.15
39510,2020-09-17,25692,30365,1.0,6.15
39562,2020-09-17,26699,30365,1.0,6.04
39563,2020-09-17,26702,30365,1.0,6.04
39614,2020-09-17,26764,30365,1.0,6.04
39815,2020-09-17,28958,30365,1.0,6.15
39822,2020-09-17,29905,30365,1.0,6.15
39834,2020-09-17,29971,30365,1.0,6.15
39852,2020-09-17,30083,30365,1.0,6.15
39972,2020-09-17,31925,30365,1.0,6.15
40017,2020-09-17,33774,30365,1.0,6.15
40061,2020-09-17,35720,30365,1.0,6.15
40196,2020-09-17,37425,30365,1.0,6.15
40379,2020-09-17,43737,30365,1.0,6.15
40397,2020-09-17,43762,30365,1.0,6.15
40423,2020-09-17,43815,30365,1.0,6.15
40473,2020-09-17,44871,30365,1.0,6.15
40496,2020-09-17,46129,30365,1.0,6.15
40505,2020-09-17,46183,30365,1.0,6.15
40514,2020-09-17,46238,30365,2.0,12.3
40544,2020-09-17,48543,30365,1.0,6.15
40559,2020-09-17,50322,30365,1.0,6.15
40609,2020-09-17,51924,30365,1.0,6.15
40870,2020-09-17,57047,30365,1.0,6.15
40937,2020-09-17,60781,30365,2.0,12.3
40946,2020-09-17,60819,30365,1.0,6.15
40988,2020-09-17,60924,30365,2.0,12.3
41029,2020-09-17,61248,30365,1.0,6.15
41144,2020-09-17,61588,30365,1.0,6.15
41225,2020-09-17,62338,30365,1.0,6.15
41261,2020-09-17,67808,30365,1.0,6.15
41269,2020-09-17,68008,30365,1.0,6.15
41272,2020-09-17,68037,30365,1.0,6.15
41283,2020-09-17,69106,30365,2.0,12.3
41327,2020-09-17,69226,30365,2.0,12.3
41353,2020-09-17,69396,30365,1.0,6.15
41377,2020-09-17,69707,30365,1.0,6.15
41444,2020-09-17,74280,30365,1.0,6.15
41453,2020-09-17,74320,30365,1.0,6.15
41466,2020-09-17,74388,30365,1.0,6.15
41468,2020-09-17,74394,30365,1.0,6.15
41493,2020-09-17,74487,30365,1.0,6.15
41494,2020-09-17,74490,30365,1.0,6.15
41609,2020-09-17,76495,30365,1.0,6.15
41648,2020-09-17,76676,30365,3.0,18.45
41679,2020-09-17,76803,30365,1.0,6.15
41716,2020-09-17,80345,30365,1.0,6.15
41752,2020-09-17,80470,30365,2.0,12.3
41793,2020-09-17,80647,30365,1.0,6.15
41862,2020-09-17,86530,30365,1.0,6.15
41937,2020-09-17,93388,30365,1.0,6.15
41977,2020-09-17,105012,30365,1.0,6.04
41992,2020-09-17,105132,30365,1.0,6.04
42009,2020-09-17,105262,30365,1.0,6.04
42026,2020-09-17,105368,30365,1.0,6.04
42060,2020-09-17,105773,30365,1.0,6.04
42080,2020-09-17,105902,30365,1.0,6.04
42212,2020-09-17,108770,30365,1.0,6.15
42239,2020-09-17,145694,30365,2.0,12.3
42304,2020-09-17,151332,30365,1.0,6.15
42305,2020-09-17,151333,30365,1.0,6.15
42361,2020-09-17,160753,30365,1.0,6.15
42368,2020-09-17,160766,30365,1.0,6.15
42410,2020-09-17,167187,30365,1.0,6.15
42491,2020-09-17,192878,30365,2.0,12.3
42495,2020-09-17,192887,30365,1.0,6.15
42540,2020-09-17,193016,30365,1.0,6.15
42548,2020-09-17,193026,30365,1.0,6.15
42600,2020-09-17,195374,30365,1.0,6.15
42604,2020-09-17,195404,30365,1.0,6.15
42611,2020-09-17,195481,30365,1.0,6.15
42616,2020-09-17,195502,30365,2.0,12.3
42662,2020-09-17,221995,30365,1.0,6.15
42683,2020-09-17,245669,30365,1.0,6.15
42709,2020-09-17,245850,30365,1.0,6.15
42746,2020-09-17,247317,30365,1.0,6.15
42766,2020-09-17,260347,30365,1.0,6.15
42822,2020-09-17,323705,30365,1.0,6.15
42831,2020-09-17,323747,30365,2.0,12.3
42837,2020-09-17,323815,30365,1.0,6.15
42839,2020-09-17,323823,30365,1.0,6.15
42877,2020-09-17,340745,30365,1.0,6.15
42968,2020-09-18,7748,30365,2.0,12.3
43067,2020-09-18,12275,30365,2.0,12.08
43313,2020-09-18,17347,30365,1.0,6.15
43361,2020-09-18,18278,30365,1.0,6.15
43446,2020-09-18,19711,30365,1.0,6.15
43454,2020-09-18,21469,30365,1.0,6.15
43504,2020-09-18,21556,30365,1.0,6.15
43510,2020-09-18,21570,30365,1.0,6.15
43641,2020-09-18,25895,30365,1.0,6.15
43651,2020-09-18,25904,30365,1.0,6.15
43718,2020-09-18,26845,30365,2.0,12.3
43781,2020-09-18,26922,30365,1.0,6.15
43782,2020-09-18,26926,30365,1.0,6.15
43977,2020-09-18,30124,30365,1.0,6.15
43980,2020-09-18,30145,30365,1.0,6.15
43990,2020-09-18,30209,30365,1.0,6.15
44036,2020-09-18,31123,30365,1.0,6.15
44195,2020-09-18,32481,30365,1.0,6.15
44203,2020-09-18,32514,30365,1.0,6.15
44207,2020-09-18,33779,30365,1.0,6.15
44238,2020-09-18,34232,30365,1.0,5.84
44392,2020-09-18,37863,30365,1.0,6.15
44442,2020-09-18,42901,30365,1.0,6.04
44497,2020-09-18,43844,30365,1.0,6.15
44524,2020-09-18,43868,30365,1.0,6.15
44577,2020-09-18,43944,30365,2.0,12.3
44595,2020-09-18,43984,30365,1.0,6.15
44652,2020-09-18,44984,30365,1.0,6.15
44653,2020-09-18,44985,30365,1.0,6.15
44676,2020-09-18,45043,30365,1.0,6.15
44728,2020-09-18,46316,30365,2.0,12.3
44741,2020-09-18,46358,30365,1.0,6.15
44798,2020-09-18,48803,30365,1.0,6.15
44810,2020-09-18,50411,30365,1.0,6.15
44816,2020-09-18,50448,30365,1.0,6.15
44836,2020-09-18,50494,30365,1.0,6.15
44856,2020-09-18,52119,30365,1.0,6.15
44857,2020-09-18,52139,30365,1.0,6.15
44865,2020-09-18,52176,30365,1.0,6.15
44873,2020-09-18,52224,30365,1.0,6.15
44875,2020-09-18,52226,30365,1.0,6.15
44886,2020-09-18,52761,30365,1.0,6.15
44975,2020-09-18,53382,30365,1.0,6.15
45002,2020-09-18,53491,30365,1.0,6.15
45039,2020-09-18,55892,30365,2.0,12.3
45066,2020-09-18,56051,30365,1.0,6.15
45087,2020-09-18,56951,30365,1.0,6.15
45107,2020-09-18,57039,30365,1.0,6.15
45121,2020-09-18,57058,30365,1.0,6.15
45149,2020-09-18,57156,30365,1.0,6.15
45151,2020-09-18,57164,30365,1.0,6.15
45153,2020-09-18,57174,30365,1.0,6.15
45165,2020-09-18,57196,30365,2.0,12.3
45173,2020-09-18,57207,30365,1.0,6.15
45192,2020-09-18,57258,30365,1.0,6.15
45203,2020-09-18,58683,30365,1.0,6.15
45244,2020-09-18,61076,30365,1.0,6.15
45264,2020-09-18,61117,30365,1.0,6.15
45478,2020-09-18,61957,30365,1.0,6.15
45591,2020-09-18,68441,30365,1.0,6.15
45682,2020-09-18,70012,30365,1.0,6.15
45684,2020-09-18,70035,30365,1.0,6.15
45726,2020-09-18,70240,30365,2.0,12.3
45773,2020-09-18,71969,30365,1.0,6.15
45813,2020-09-18,74804,30365,1.0,6.15
45840,2020-09-18,74928,30365,1.0,6.15
45894,2020-09-18,76992,30365,1.0,6.15
45895,2020-09-18,77007,30365,1.0,6.15
45903,2020-09-18,77062,30365,1.0,6.15
45904,2020-09-18,77067,30365,2.0,12.3
45907,2020-09-18,77075,30365,1.0,6.15
45933,2020-09-18,77217,30365,1.0,6.15
45937,2020-09-18,77259,30365,1.0,6.15
46163,2020-09-18,86774,30365,1.0,6.15
46200,2020-09-18,86967,30365,1.0,6.15
46209,2020-09-18,87082,30365,1.0,6.15
46274,2020-09-18,100762,30365,1.0,6.15
46333,2020-09-18,106252,30365,1.0,6.04
46364,2020-09-18,106688,30365,2.0,12.08
46369,2020-09-18,106724,30365,1.0,6.04
46431,2020-09-18,107549,30365,1.0,6.15
46436,2020-09-18,107585,30365,1.0,6.15
46448,2020-09-18,108943,30365,1.0,6.15
46451,2020-09-18,108965,30365,2.0,12.3
46463,2020-09-18,109034,30365,1.0,6.15
46482,2020-09-18,109189,30365,1.0,6.15
46493,2020-09-18,109277,30365,1.0,6.15
46499,2020-09-18,109322,30365,1.0,6.15
46641,2020-09-18,151625,30365,1.0,6.15
46659,2020-09-18,151741,30365,1.0,6.15
46660,2020-09-18,151742,30365,1.0,6.15
46695,2020-09-18,161083,30365,1.0,6.15
46710,2020-09-18,167333,30365,1.0,5.84
46741,2020-09-18,167434,30365,1.0,5.84
46770,2020-09-18,167546,30365,1.0,6.15
46830,2020-09-18,193138,30365,1.0,6.15
46859,2020-09-18,193244,30365,1.0,6.15
46917,2020-09-18,195531,30365,1.0,6.15
46938,2020-09-18,222043,30365,1.0,6.15
46987,2020-09-18,245940,30365,1.0,6.15
47018,2020-09-18,246057,30365,2.0,12.3
47032,2020-09-18,246117,30365,1.0,6.15
47041,2020-09-18,246227,30365,1.0,6.15
47142,2020-09-18,260787,30365,1.0,6.15
47157,2020-09-18,260862,30365,1.0,6.15
47185,2020-09-18,272616,30365,1.0,6.15
47221,2020-09-18,272728,30365,2.0,12.3
47222,2020-09-18,272733,30365,1.0,6.15
47227,2020-09-18,272768,30365,1.0,6.15
47229,2020-09-18,272772,30365,1.0,6.15
47252,2020-09-18,272936,30365,1.0,6.15
47255,2020-09-18,272954,30365,1.0,6.15
47265,2020-09-18,323899,30365,2.0,12.3
47276,2020-09-18,324001,30365,1.0,6.15
47360,2020-09-19,14842,30365,1.0,6.15
47362,2020-09-19,14843,30365,2.0,12.3
47367,2020-09-19,17468,30365,1.0,6.15
47388,2020-09-19,21638,30365,1.0,6.15
47396,2020-09-19,25737,30365,1.0,6.15
47406,2020-09-19,25757,30365,1.0,6.15
47428,2020-09-19,26957,30365,1.0,6.15
47437,2020-09-19,26978,30365,1.0,6.15
47444,2020-09-19,30399,30365,1.0,6.15
47448,2020-09-19,30428,30365,1.0,6.15
47449,2020-09-19,30445,30365,1.0,6.15
47467,2020-09-19,30647,30365,1.0,6.15
47501,2020-09-19,32616,30365,1.0,6.15
47507,2020-09-19,32665,30365,3.0,18.45
47546,2020-09-19,36727,30365,2.0,12.3
